,Player,<5Ft FGM,<5 Ft FGA,<5 Ft FG%,5-9 Ft GM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year,All_Team,Pos
4286,Dan Dickau,9.2,15.5,0.595,2.0,4.4,0.44799999999999995,1.5,4.0,0.385,3.4,9.3,0.366,4.4,10.6,0.41,1.1,3.5,0.316,2004,0.0,PG
4287,Dan Gadzuric,7.8,13.4,0.584,1.3,3.4,0.38799999999999996,1.9,4.2,0.451,3.0,7.8,0.387,2.2,5.3,0.419,1.4,3.9,0.368,2004,0.0,C
4288,Daniel Santiago,3.3,5.0,0.655,0.9,1.9,0.462,0.5,1.6,0.313,2.3,3.6,0.625,1.3,2.4,0.545,0.6,2.1,0.286,2004,0.0,C
4289,Danny Fortson,5.6,9.2,0.604,1.0,2.6,0.385,0.9,2.6,0.342,2.0,5.1,0.4,2.0,5.2,0.385,0.8,2.9,0.288,2004,0.0,C
4290,Darius Miles,9.7,18.0,0.535,1.7,4.2,0.41200000000000003,1.4,3.9,0.36,3.1,8.4,0.366,3.8,10.2,0.37200000000000005,0.9,2.6,0.328,2004,0.0,SF
4291,Darius Songaila,6.6,11.0,0.602,2.0,4.6,0.426,1.3,3.6,0.37,2.9,6.7,0.426,2.8,7.0,0.4,0.6,2.3,0.25,2004,0.0,PF
4292,Darko Milicic,1.9,3.8,0.514,0.5,1.7,0.263,0.5,1.4,0.389,1.0,2.5,0.382,0.9,2.3,0.368,0.5,1.9,0.271,2004,0.0,C
4293,Darrell Armstrong,5.0,8.1,0.619,0.9,2.5,0.35600000000000004,1.0,2.7,0.381,2.1,5.8,0.364,2.1,5.3,0.39899999999999997,0.7,2.6,0.256,2004,0.0,PG
4294,Darrell Armstrong,5.0,8.1,0.619,0.9,2.5,0.35600000000000004,1.0,2.7,0.381,2.1,5.8,0.364,2.1,5.3,0.39899999999999997,0.7,2.6,0.256,2004,0.0,PG
4295,Darrell Armstrong,5.0,8.1,0.619,0.9,2.5,0.35600000000000004,1.0,2.7,0.381,2.1,5.8,0.364,2.1,5.3,0.39899999999999997,0.7,2.6,0.256,2004,0.0,PG
4296,Darrick Martin,4.6,8.1,0.573,0.9,2.5,0.36,1.1,3.1,0.355,2.0,6.8,0.294,2.3,4.4,0.523,1.3,4.1,0.324,2004,0.0,PG
4297,Darvin Ham,1.5,2.6,0.581,0.4,1.0,0.375,0.6,1.1,0.5,1.0,2.4,0.402,0.9,2.1,0.43200000000000005,0.6,1.6,0.4,2004,0.0,SF
4298,David Harrison,4.9,9.7,0.51,1.2,2.6,0.455,1.2,3.0,0.411,3.2,7.7,0.414,1.3,3.6,0.37200000000000005,0.8,2.5,0.307,2004,0.0,C
4299,David Wesley,9.5,16.6,0.5710000000000001,2.3,5.5,0.41200000000000003,2.1,5.6,0.383,4.8,12.0,0.403,4.5,11.2,0.4,1.8,5.3,0.341,2004,0.0,SG
4300,David Wesley,9.5,16.6,0.5710000000000001,2.3,5.5,0.41200000000000003,2.1,5.6,0.383,4.8,12.0,0.403,4.5,11.2,0.4,1.8,5.3,0.341,2004,0.0,SG
4301,David Wesley,9.5,16.6,0.5710000000000001,2.3,5.5,0.41200000000000003,2.1,5.6,0.383,4.8,12.0,0.403,4.5,11.2,0.4,1.8,5.3,0.341,2004,0.0,SG
4302,David West,6.4,10.4,0.619,1.1,2.3,0.475,0.9,2.6,0.338,2.3,6.3,0.37,2.6,6.4,0.401,0.6,2.1,0.294,2004,0.0,SF
4303,DeSagana Diop,2.3,4.4,0.526,0.5,1.5,0.292,0.5,1.8,0.286,1.0,2.7,0.361,0.7,1.7,0.38799999999999996,0.5,1.1,0.444,2004,0.0,C
4304,DeShawn Stevenson,7.4,12.3,0.596,1.8,4.0,0.46,1.8,4.2,0.421,2.4,6.1,0.392,2.1,5.5,0.386,1.3,3.3,0.387,2004,0.0,SG
4305,Delonte West,4.1,7.2,0.5710000000000001,0.8,2.4,0.34700000000000003,0.6,2.0,0.288,1.3,4.2,0.309,1.8,4.6,0.402,0.6,2.1,0.297,2004,0.0,SG
4306,DerMarr Johnson,5.7,10.1,0.562,1.2,3.4,0.366,1.0,2.5,0.393,2.2,6.5,0.342,2.3,5.7,0.39799999999999996,0.8,2.6,0.32,2004,0.0,SG
4307,Derek Anderson,9.4,16.4,0.575,1.8,4.2,0.41600000000000004,1.4,4.3,0.318,3.4,8.6,0.392,3.8,9.5,0.39799999999999996,0.8,2.4,0.351,2004,0.0,SG
4308,Derek Fisher,10.2,17.9,0.5710000000000001,2.1,5.6,0.371,1.9,4.9,0.394,3.7,9.6,0.384,3.4,8.3,0.405,1.6,4.6,0.349,2004,0.0,PG
4309,Derrick Coleman,2.2,3.2,0.688,1.8,2.3,0.778,0.3,1.8,0.143,1.6,5.0,0.32,1.3,2.0,0.625,1.0,2.3,0.429,2004,0.0,C
4310,Desmond Mason,13.1,21.9,0.598,2.3,5.3,0.428,2.7,6.1,0.434,4.9,12.2,0.398,3.6,9.0,0.39399999999999996,2.2,6.6,0.338,2004,0.0,SF
4311,Devean George,6.9,10.9,0.638,1.4,3.1,0.465,0.9,2.3,0.406,2.8,5.6,0.5,3.3,8.2,0.4,2.1,4.6,0.462,2004,0.0,SF
4312,Devin Brown,5.4,10.2,0.525,1.3,3.7,0.365,1.5,3.9,0.392,2.3,5.8,0.4,1.8,4.6,0.391,0.6,1.8,0.363,2004,0.0,SG
4313,Devin Harris,5.5,9.4,0.585,1.1,2.9,0.396,1.0,2.4,0.406,2.0,4.9,0.405,1.9,5.3,0.349,0.6,1.6,0.346,2004,0.0,PG
4314,Dikembe Mutombo,3.1,6.4,0.48700000000000004,0.8,2.6,0.312,0.9,2.6,0.353,2.2,5.7,0.379,2.0,5.0,0.39399999999999996,0.6,2.2,0.282,2004,0.0,C
4315,Dion Glover,2.9,4.1,0.69,0.5,2.5,0.2,0.3,2.3,0.143,2.3,4.3,0.538,1.0,2.0,0.5,0.0,1.0,0.0,2004,0.0,SG
4316,Dirk Nowitzki,13.0,22.9,0.5660000000000001,2.7,7.6,0.361,2.3,6.1,0.373,4.2,11.2,0.378,5.3,13.9,0.382,1.2,4.3,0.279,2004,0.0,PF
4317,Donnell Harvey,1.0,1.7,0.6,0.0,1.0,0.0,0.0,0.0,0.0,2.3,3.0,0.778,0.0,1.5,0.0,1.0,2.0,0.5,2004,0.0,PF
4318,Donta Smith,4.5,6.9,0.644,0.7,1.6,0.40700000000000003,0.8,2.3,0.36,1.1,3.2,0.356,1.2,3.0,0.381,0.8,2.3,0.348,2004,0.0,SG
4319,Donyell Marshall,8.9,15.7,0.568,2.1,4.5,0.456,1.7,4.1,0.422,3.5,8.6,0.406,2.8,7.4,0.377,1.3,3.7,0.37,2004,0.0,PF
4320,Dorell Wright,2.3,4.3,0.5379999999999999,1.0,2.0,0.5,1.0,2.0,0.5,0.7,2.3,0.286,1.3,6.0,0.222,1.0,1.5,0.667,2004,0.0,SF
4321,Doug Christie,10.5,18.4,0.5720000000000001,2.6,6.5,0.395,1.7,4.0,0.424,3.3,9.2,0.353,3.6,10.0,0.35600000000000004,1.2,3.9,0.306,2004,0.0,SG
4322,Doug Christie,10.5,18.4,0.5720000000000001,2.6,6.5,0.395,1.7,4.0,0.424,3.3,9.2,0.353,3.6,10.0,0.35600000000000004,1.2,3.9,0.306,2004,0.0,SG
4323,Doug Christie,10.5,18.4,0.5720000000000001,2.6,6.5,0.395,1.7,4.0,0.424,3.3,9.2,0.353,3.6,10.0,0.35600000000000004,1.2,3.9,0.306,2004,0.0,SG
4324,Drew Gooden,10.7,18.3,0.5820000000000001,1.7,5.1,0.337,2.3,5.6,0.407,4.6,11.1,0.414,3.3,7.9,0.41100000000000003,1.0,2.8,0.377,2004,0.0,PF
4325,Dwight Howard,12.0,20.6,0.585,2.3,5.3,0.424,2.2,6.2,0.358,4.6,11.1,0.414,3.4,8.7,0.39399999999999996,1.8,5.1,0.361,2004,0.0,PF
4326,Dwyane Wade,10.6,19.0,0.557,2.7,7.4,0.365,2.6,7.1,0.361,6.2,15.4,0.403,4.9,12.0,0.41,1.5,4.4,0.35,2004,2.0,SG
4327,Earl Boykins,9.0,15.0,0.597,2.0,4.4,0.457,1.3,3.8,0.351,3.3,8.6,0.385,3.1,8.3,0.38,0.9,3.4,0.283,2004,0.0,PG
4328,Earl Watson,6.2,12.1,0.512,1.2,3.0,0.385,1.1,3.2,0.343,2.5,6.6,0.373,3.0,7.3,0.40399999999999997,0.8,2.7,0.288,2004,0.0,PG
4329,Eddie Gill,4.1,7.7,0.535,0.6,1.7,0.33,1.0,2.2,0.458,2.0,5.3,0.374,1.5,3.4,0.43799999999999994,0.9,2.1,0.429,2004,0.0,PG
4330,Eddie Griffin,7.6,14.0,0.545,1.5,4.0,0.37,1.2,3.4,0.357,2.6,6.5,0.394,2.7,7.5,0.359,0.7,2.6,0.29,2004,0.0,PF
4331,Eddie House,4.5,7.5,0.598,1.0,2.4,0.408,1.0,2.5,0.407,1.9,4.1,0.472,1.6,3.7,0.424,0.5,2.2,0.227,2004,0.0,PG-SG
4332,Eddie House,4.5,7.5,0.598,1.0,2.4,0.408,1.0,2.5,0.407,1.9,4.1,0.472,1.6,3.7,0.424,0.5,2.2,0.227,2004,0.0,SG
4333,Eddie House,4.5,7.5,0.598,1.0,2.4,0.408,1.0,2.5,0.407,1.9,4.1,0.472,1.6,3.7,0.424,0.5,2.2,0.227,2004,0.0,SG
4334,Eddie House,4.5,7.5,0.598,1.0,2.4,0.408,1.0,2.5,0.407,1.9,4.1,0.472,1.6,3.7,0.424,0.5,2.2,0.227,2004,0.0,PG
4335,Eddie Jones,9.4,16.8,0.5579999999999999,2.7,6.9,0.389,2.4,6.6,0.363,5.4,14.5,0.375,4.1,10.9,0.37799999999999995,1.4,4.0,0.353,2004,0.0,SF
4336,Eddy Curry,7.5,14.2,0.526,1.7,4.6,0.382,2.0,5.3,0.383,4.7,12.4,0.38,3.1,8.0,0.391,1.5,4.2,0.366,2004,0.0,C
4337,Eduardo Najera,5.9,10.3,0.578,1.3,3.3,0.41,1.0,2.5,0.386,2.4,6.0,0.402,1.9,5.5,0.35200000000000004,1.1,2.6,0.424,2004,0.0,PF
4338,Eduardo Najera,5.9,10.3,0.578,1.3,3.3,0.41,1.0,2.5,0.386,2.4,6.0,0.402,1.9,5.5,0.35200000000000004,1.1,2.6,0.424,2004,0.0,PF
4339,Eduardo Najera,5.9,10.3,0.578,1.3,3.3,0.41,1.0,2.5,0.386,2.4,6.0,0.402,1.9,5.5,0.35200000000000004,1.1,2.6,0.424,2004,0.0,PF
4340,Elden Campbell,2.7,4.7,0.581,1.0,2.3,0.424,0.8,1.9,0.421,1.7,4.4,0.383,1.2,2.9,0.415,0.7,2.0,0.367,2004,0.0,C
4341,Elden Campbell,2.7,4.7,0.581,1.0,2.3,0.424,0.8,1.9,0.421,1.7,4.4,0.383,1.2,2.9,0.415,0.7,2.0,0.367,2004,0.0,C
4342,Elden Campbell,2.7,4.7,0.581,1.0,2.3,0.424,0.8,1.9,0.421,1.7,4.4,0.383,1.2,2.9,0.415,0.7,2.0,0.367,2004,0.0,C
4343,Elton Brand,11.9,21.0,0.5670000000000001,2.5,6.3,0.391,2.1,6.0,0.357,5.0,12.4,0.403,3.8,9.0,0.42,2.0,6.6,0.309,2004,0.0,PF
4344,Emeka Okafor,12.9,21.9,0.59,2.1,5.8,0.354,2.1,5.1,0.423,4.9,11.6,0.421,3.9,9.6,0.41,1.5,4.2,0.35,2004,0.0,PF
4345,Eric Piatkowski,3.4,6.1,0.556,0.8,1.9,0.425,0.7,2.1,0.328,1.8,4.8,0.373,1.4,4.3,0.33799999999999997,0.7,1.9,0.35,2004,0.0,SG
4346,Eric Snow,6.1,11.6,0.524,1.3,3.6,0.366,1.5,3.7,0.412,3.1,7.7,0.406,2.7,6.7,0.402,0.9,2.8,0.337,2004,0.0,SG
4347,Eric Williams,7.0,12.4,0.5660000000000001,1.6,4.5,0.366,1.3,3.6,0.365,3.2,8.3,0.39,2.7,6.8,0.40299999999999997,1.1,2.9,0.385,2004,0.0,SG
4348,Eric Williams,7.0,12.4,0.5660000000000001,1.6,4.5,0.366,1.3,3.6,0.365,3.2,8.3,0.39,2.7,6.8,0.40299999999999997,1.1,2.9,0.385,2004,0.0,SG
4349,Eric Williams,7.0,12.4,0.5660000000000001,1.6,4.5,0.366,1.3,3.6,0.365,3.2,8.3,0.39,2.7,6.8,0.40299999999999997,1.1,2.9,0.385,2004,0.0,SG
4350,Erick Dampier,9.2,15.8,0.581,1.7,5.5,0.304,1.6,4.4,0.362,3.4,8.5,0.399,3.4,9.4,0.366,0.9,3.1,0.301,2004,0.0,C
4351,Erick Strickland,5.9,9.5,0.626,0.8,2.3,0.366,1.4,3.6,0.399,2.4,5.8,0.407,1.6,3.8,0.413,0.8,2.9,0.278,2004,0.0,SG
4352,Erik Daniels,1.0,1.5,0.6559999999999999,0.8,1.2,0.688,0.2,0.9,0.2,0.8,2.0,0.4,0.3,1.2,0.23800000000000002,0.1,1.3,0.077,2004,0.0,SF
4353,Ervin Johnson,2.9,5.4,0.547,0.8,1.9,0.397,0.5,1.3,0.365,1.1,3.0,0.364,1.3,3.3,0.396,0.3,1.0,0.355,2004,0.0,C
4354,Etan Thomas,7.1,11.6,0.617,1.5,3.3,0.45899999999999996,1.4,3.2,0.434,2.9,7.0,0.412,1.9,5.0,0.377,1.6,4.2,0.373,2004,0.0,C
4355,Francisco Elson,4.6,7.5,0.609,1.4,2.8,0.51,0.9,2.1,0.421,2.0,4.9,0.402,1.8,4.8,0.368,0.8,2.6,0.302,2004,0.0,C
4356,Frank Williams,2.1,4.7,0.452,0.4,1.0,0.429,0.5,1.8,0.273,0.8,2.7,0.292,0.8,2.3,0.33299999999999996,1.0,2.5,0.4,2004,0.0,SG
4357,Fred Hoiberg,5.1,9.2,0.556,1.1,3.1,0.35,1.1,2.8,0.396,2.2,5.1,0.421,2.4,6.7,0.359,0.7,2.0,0.356,2004,0.0,SG
4358,Fred Jones,8.8,15.9,0.551,1.6,4.1,0.406,1.9,4.5,0.418,4.2,10.6,0.401,2.7,6.6,0.414,1.3,3.6,0.358,2004,0.0,SG
4359,Gary Payton,12.2,21.6,0.5660000000000001,1.7,4.5,0.371,2.0,5.3,0.373,4.5,10.4,0.431,4.1,10.5,0.389,1.5,4.2,0.359,2004,0.0,PG
4360,Geno Carlisle,1.5,2.2,0.6920000000000001,0.5,2.5,0.2,0.0,0.0,0.0,0.5,0.5,1.0,0.8,2.0,0.375,1.0,1.0,1.0,2004,0.0,SG
4361,George Lynch,5.8,9.6,0.599,1.3,3.3,0.4,1.3,3.3,0.4,2.8,7.2,0.389,3.4,7.9,0.423,0.6,2.4,0.258,2004,0.0,SF
4362,Gerald Wallace,11.0,19.0,0.579,1.9,5.2,0.366,1.9,4.5,0.419,4.2,9.7,0.435,3.3,8.0,0.408,1.2,4.0,0.308,2004,0.0,SF
4363,Gilbert Arenas,14.1,23.3,0.604,2.6,7.4,0.354,2.9,6.8,0.419,5.5,14.2,0.389,4.2,10.5,0.401,2.9,7.9,0.363,2004,0.0,PG
4364,Glenn Robinson,8.8,14.4,0.608,1.4,3.3,0.433,1.1,3.0,0.37,0.7,4.0,0.167,1.1,3.3,0.33299999999999996,0.3,2.0,0.167,2004,0.0,SF
4365,Gordan Giricek,6.2,10.4,0.598,1.2,2.9,0.40700000000000003,1.1,2.8,0.399,1.8,5.3,0.346,3.1,8.0,0.38799999999999996,0.8,2.2,0.341,2004,0.0,SG
4366,Grant Hill,12.3,21.6,0.5710000000000001,2.2,5.6,0.402,2.1,6.0,0.357,5.2,12.4,0.419,3.6,9.7,0.373,1.9,5.6,0.335,2004,0.0,SF
4367,Greg Buckner,7.4,11.9,0.619,1.6,3.8,0.41,1.1,3.1,0.365,3.2,7.7,0.418,2.5,7.1,0.353,1.2,3.3,0.35,2004,0.0,SG
4368,Greg Ostertag,2.6,4.6,0.5660000000000001,1.1,2.8,0.384,0.6,1.7,0.333,1.4,3.9,0.364,1.6,3.9,0.413,0.3,1.4,0.241,2004,0.0,C
4369,Hedo Turkoglu,9.0,15.9,0.563,2.0,4.5,0.447,1.6,4.8,0.332,3.3,8.2,0.404,2.5,6.8,0.36700000000000005,1.7,4.4,0.376,2004,0.0,SF
4370,Horace Jenkins,1.7,3.5,0.5,0.5,1.3,0.35700000000000004,0.8,1.8,0.409,1.3,3.5,0.37,0.6,1.8,0.33299999999999996,0.5,1.8,0.286,2004,0.0,PG
4371,Howard Eisley,5.7,9.3,0.614,0.9,2.0,0.44,0.7,2.1,0.346,2.0,5.6,0.359,3.1,7.5,0.408,1.0,2.8,0.368,2004,0.0,PG
4372,Ira Newble,8.6,15.1,0.5720000000000001,1.4,4.3,0.33299999999999996,1.5,4.2,0.36,3.9,9.3,0.419,2.6,6.3,0.415,1.1,2.8,0.385,2004,0.0,SG
4373,Jabari Smith,4.4,7.7,0.575,0.8,2.1,0.392,1.0,2.7,0.373,1.8,4.5,0.404,1.8,4.2,0.435,0.7,1.8,0.397,2004,0.0,PF
4374,Jackie Butler,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.75,0.0,0.0,0.0,2004,0.0,C
4375,Jackson Vroman,5.0,8.6,0.5820000000000001,1.0,2.8,0.35200000000000004,0.7,2.0,0.345,2.2,6.2,0.351,2.2,4.7,0.462,0.7,1.6,0.417,2004,0.0,C-PF
4376,Jackson Vroman,5.0,8.6,0.5820000000000001,1.0,2.8,0.35200000000000004,0.7,2.0,0.345,2.2,6.2,0.351,2.2,4.7,0.462,0.7,1.6,0.417,2004,0.0,PF
4377,Jackson Vroman,5.0,8.6,0.5820000000000001,1.0,2.8,0.35200000000000004,0.7,2.0,0.345,2.2,6.2,0.351,2.2,4.7,0.462,0.7,1.6,0.417,2004,0.0,C
4378,Jacque Vaughn,5.3,9.5,0.557,1.1,3.4,0.335,1.2,3.2,0.361,3.1,7.1,0.433,2.6,6.4,0.401,1.1,3.3,0.344,2004,0.0,SG
4379,Jahidi White,2.3,4.6,0.494,0.4,1.4,0.3,0.3,1.3,0.267,1.3,3.0,0.417,1.0,2.6,0.382,0.1,1.2,0.077,2004,0.0,C
4380,Jake Tsakalidis,2.3,4.4,0.518,0.5,1.6,0.33299999999999996,0.7,2.1,0.326,1.1,2.8,0.393,1.2,3.4,0.36700000000000005,0.6,1.5,0.379,2004,0.0,C
4381,Jake Voskuhl,2.7,4.2,0.627,0.8,2.0,0.39299999999999996,0.6,2.1,0.265,1.3,4.4,0.288,1.4,3.5,0.391,0.6,2.1,0.286,2004,0.0,C
4382,Jalen Rose,11.9,19.8,0.601,3.1,6.9,0.45299999999999996,2.3,5.7,0.401,4.5,10.8,0.422,3.9,9.6,0.406,1.4,4.0,0.34,2004,0.0,SF
4383,Jamaal Magloire,9.0,14.8,0.609,1.8,3.9,0.47200000000000003,1.9,5.2,0.37,4.4,11.0,0.399,4.3,10.3,0.414,1.3,3.8,0.347,2004,0.0,C
4384,Jamaal Tinsley,10.3,18.1,0.568,2.3,5.5,0.418,2.0,5.2,0.378,4.5,11.6,0.386,2.6,7.2,0.35700000000000004,1.5,4.4,0.335,2004,0.0,PG
4385,Jamal Crawford,13.0,21.4,0.609,3.0,7.4,0.406,2.5,5.7,0.428,5.1,12.1,0.418,4.8,11.9,0.402,1.3,4.0,0.32,2004,0.0,SG
4386,Jamal Sampson,4.5,8.2,0.5479999999999999,0.7,2.2,0.33299999999999996,0.4,2.0,0.205,1.8,4.6,0.392,1.6,3.5,0.46799999999999997,0.6,1.7,0.364,2004,0.0,PF
4387,Jameer Nelson,6.6,12.0,0.555,1.5,3.5,0.42,1.5,4.0,0.373,2.9,7.2,0.41,2.2,5.7,0.38299999999999995,1.2,3.3,0.36,2004,0.0,PG
4388,James Jones,5.1,9.7,0.523,1.0,2.6,0.39799999999999996,1.2,3.0,0.416,2.7,6.8,0.391,1.6,4.2,0.373,0.9,2.5,0.358,2004,0.0,SF
4389,James Posey,8.0,15.1,0.532,1.3,3.5,0.381,1.0,3.4,0.306,2.9,8.1,0.36,4.2,9.6,0.43700000000000006,1.0,3.1,0.311,2004,0.0,SF
4390,James Thomas,4.4,6.5,0.6759999999999999,0.4,1.6,0.28600000000000003,0.8,2.3,0.333,1.4,3.4,0.412,1.7,3.5,0.5,0.4,2.4,0.176,2004,0.0,PF
4391,James Thomas,4.4,6.5,0.6759999999999999,0.4,1.6,0.28600000000000003,0.8,2.3,0.333,1.4,3.4,0.412,1.7,3.5,0.5,0.4,2.4,0.176,2004,0.0,PF
4392,James Thomas,4.4,6.5,0.6759999999999999,0.4,1.6,0.28600000000000003,0.8,2.3,0.333,1.4,3.4,0.412,1.7,3.5,0.5,0.4,2.4,0.176,2004,0.0,PF
4393,Jamison Brewer,3.2,5.0,0.644,0.8,1.7,0.483,0.9,1.7,0.5,1.6,4.2,0.375,1.4,3.1,0.446,0.3,0.6,0.5,2004,0.0,PG
4394,Jannero Pargo,4.4,7.8,0.56,0.8,2.0,0.382,1.0,2.6,0.397,2.0,5.3,0.381,1.7,5.3,0.319,0.6,2.1,0.302,2004,0.0,PG
4395,Jared Jeffries,8.8,14.7,0.601,1.6,4.5,0.35100000000000003,2.1,4.8,0.431,3.6,9.0,0.4,2.8,6.8,0.40700000000000003,1.6,4.8,0.34,2004,0.0,SF
4396,Jared Reiner,2.3,3.8,0.611,0.5,1.7,0.273,0.5,1.2,0.417,1.5,3.5,0.415,1.0,2.6,0.391,0.1,1.1,0.067,2004,0.0,C
4397,Jarron Collins,5.8,9.5,0.613,1.3,3.1,0.4,1.1,2.6,0.423,2.1,5.7,0.37,3.0,7.3,0.406,0.8,2.1,0.4,2004,0.0,C
4398,Jarvis Hayes,9.8,16.0,0.612,2.5,5.5,0.449,2.0,4.8,0.426,3.5,9.4,0.374,2.8,7.0,0.406,2.2,5.9,0.368,2004,0.0,SF
4399,Jason Collier,4.9,7.8,0.623,1.0,2.4,0.42700000000000005,1.0,2.2,0.472,2.0,4.8,0.426,1.6,3.5,0.451,0.7,1.7,0.376,2004,0.0,C
4400,Jason Collins,7.5,14.1,0.531,1.9,5.3,0.369,1.8,4.7,0.382,5.0,11.7,0.425,3.5,9.4,0.374,1.5,3.9,0.397,2004,0.0,C
4401,Jason Hart,8.9,15.3,0.579,1.3,3.9,0.33899999999999997,1.5,3.6,0.414,3.4,7.9,0.425,2.8,7.0,0.405,1.0,3.1,0.332,2004,0.0,PG
4402,Jason Kapono,6.4,11.1,0.5770000000000001,1.0,3.2,0.304,0.9,2.7,0.34,2.4,6.0,0.395,2.0,5.2,0.384,0.7,2.1,0.351,2004,0.0,SF
4403,Jason Kidd,9.8,17.8,0.551,2.2,5.9,0.374,2.1,5.4,0.39,5.6,13.3,0.424,4.2,11.1,0.376,1.8,4.9,0.363,2004,2.0,PG
4404,Jason Richardson,13.8,23.6,0.584,2.9,7.7,0.374,2.1,5.7,0.371,5.4,13.0,0.413,4.3,9.9,0.434,2.1,5.7,0.375,2004,0.0,SG
4405,Jason Terry,10.2,17.4,0.5820000000000001,2.0,5.8,0.34299999999999997,1.8,4.8,0.37,3.4,8.9,0.385,4.1,10.6,0.389,0.9,3.6,0.26,2004,0.0,PG
4406,Jason Williams,8.8,16.2,0.545,1.6,4.2,0.387,1.5,3.9,0.391,3.2,8.5,0.38,3.8,8.7,0.43200000000000005,0.8,3.0,0.271,2004,0.0,PG
4407,Jeff Foster,8.1,14.9,0.546,1.6,4.3,0.379,1.6,4.2,0.394,3.4,9.3,0.363,1.9,5.5,0.34299999999999997,1.0,2.9,0.341,2004,0.0,C
4408,Jeff McInnis,12.4,21.4,0.579,1.9,5.5,0.342,2.3,6.0,0.382,5.2,12.3,0.425,3.7,8.9,0.415,1.0,2.9,0.336,2004,0.0,PG
4409,Jelani McCoy,2.5,4.8,0.521,0.1,0.6,0.2,0.2,2.0,0.111,1.2,2.7,0.444,1.2,2.7,0.45799999999999996,0.8,2.3,0.333,2004,0.0,C
4410,Jermaine Jackson,3.3,5.1,0.645,0.7,1.8,0.379,0.3,1.5,0.2,1.2,2.8,0.431,2.0,4.5,0.43799999999999994,0.7,2.1,0.333,2004,0.0,SG
4411,Jermaine O'Neal,10.3,19.2,0.535,2.2,5.8,0.381,2.5,6.3,0.397,4.7,13.2,0.359,2.9,7.0,0.41,1.7,4.1,0.401,2004,0.0,PF
4412,Jerome James,5.4,9.2,0.586,1.1,2.6,0.409,0.8,2.6,0.324,2.6,5.9,0.437,1.7,4.3,0.387,0.8,2.2,0.365,2004,0.0,C
4413,Jerome Moiso,1.8,3.1,0.581,0.6,1.9,0.34600000000000003,0.8,1.4,0.529,1.3,2.7,0.5,0.8,1.8,0.419,0.5,1.6,0.333,2004,0.0,C-PF
4414,Jerome Moiso,1.8,3.1,0.581,0.6,1.9,0.34600000000000003,0.8,1.4,0.529,1.3,2.7,0.5,0.8,1.8,0.419,0.5,1.6,0.333,2004,0.0,C
4415,Jerome Moiso,1.8,3.1,0.581,0.6,1.9,0.34600000000000003,0.8,1.4,0.529,1.3,2.7,0.5,0.8,1.8,0.419,0.5,1.6,0.333,2004,0.0,C
4416,Jerome Moiso,1.8,3.1,0.581,0.6,1.9,0.34600000000000003,0.8,1.4,0.529,1.3,2.7,0.5,0.8,1.8,0.419,0.5,1.6,0.333,2004,0.0,PF
4417,Jerome Williams,5.2,8.4,0.619,1.0,2.7,0.364,0.8,2.3,0.34,1.9,4.7,0.414,1.8,5.1,0.36200000000000004,0.6,1.9,0.3,2004,0.0,SF
4418,Jerry Stackhouse,9.7,17.1,0.565,1.9,5.4,0.35700000000000004,1.6,4.2,0.386,3.2,8.6,0.369,4.1,10.6,0.391,0.9,3.1,0.275,2004,0.0,SG
4419,Jim Jackson,9.3,16.4,0.564,2.1,5.1,0.406,1.8,5.2,0.34,5.1,12.8,0.396,3.8,9.7,0.38799999999999996,1.6,5.5,0.299,2004,0.0,SF
4420,Jim Jackson,9.3,16.4,0.564,2.1,5.1,0.406,1.8,5.2,0.34,5.1,12.8,0.396,3.8,9.7,0.38799999999999996,1.6,5.5,0.299,2004,0.0,SF
4421,Jim Jackson,9.3,16.4,0.564,2.1,5.1,0.406,1.8,5.2,0.34,5.1,12.8,0.396,3.8,9.7,0.38799999999999996,1.6,5.5,0.299,2004,0.0,SF
4422,Jiri Welsch,6.6,11.4,0.58,1.1,2.9,0.371,1.1,2.8,0.379,2.3,6.0,0.391,2.5,6.2,0.41200000000000003,1.1,2.6,0.41,2004,0.0,SG-SF
4423,Jiri Welsch,6.6,11.4,0.58,1.1,2.9,0.371,1.1,2.8,0.379,2.3,6.0,0.391,2.5,6.2,0.41200000000000003,1.1,2.6,0.41,2004,0.0,SG
4424,Jiri Welsch,6.6,11.4,0.58,1.1,2.9,0.371,1.1,2.8,0.379,2.3,6.0,0.391,2.5,6.2,0.41200000000000003,1.1,2.6,0.41,2004,0.0,SF
4425,Joe Johnson,14.8,25.0,0.589,2.7,6.9,0.38299999999999995,2.3,6.9,0.326,6.2,16.0,0.391,5.2,13.2,0.397,2.3,7.0,0.322,2004,0.0,SF
4426,Joe Smith,10.7,18.2,0.588,1.9,4.6,0.405,2.5,5.5,0.46,4.1,10.6,0.393,2.8,7.3,0.385,2.0,5.8,0.337,2004,0.0,PF
